energy,total,Mg_s,Mg_p,O_s,O_p
7.850000000000003,0.00028647533537707524,5.120895394034538e-05,9.303741848183733e-05,2.4704342465355397e-05,0.0001175246204895371
7.840000000000003,0.00029629087158045483,5.264741103409263e-05,9.648977771106133e-05,2.577117759106772e-05,0.00012138250524423315
7.830000000000004,0.00030592633909223843,5.4043155210178495e-05,9.988234009094394e-05,2.683953970709736e-05,0.00012516130408401862
7.820000000000004,0.0003154020042905213,5.540243078820652e-05,0.00010321868225891307,2.7910154801261293e-05,0.00012887073644214037
7.810000000000004,0.0003247356079405483,5.6730825410946055e-05,0.00010650189832702247,2.8983520071015347e-05,0.00013251936413156442
7.800000000000004,0.00033394182705941686,5.803315724693644e-05,0.00010973442890314762,3.0059878698902033e-05,0.00013611436221043073
7.7900000000000045,0.0003430320664640685,5.93134332277776e-05,0.00011291798294912799,3.113921857500921e-05,0.00013966143171215373
7.780000000000005,0.0003520145224037949,6.057486471613807e-05,0.00011605353850770306,3.2221290394710315e-05,0.0001431648287852435
7.770000000000005,0.00036089445340528234,6.181992582625767e-05,0.00011914140567033393,3.330564001122791e-05,0.00014662748189746286
7.760000000000005,0.00036967459318802784,6.305043997856041e-05,0.00012218133441314636,3.439164990412863e-05,0.00015005116889219244
7.750000000000005,0.00037835564555146816,6.426768175908187e-05,0.00012517265068453625,3.5478585017945154e-05,0.0001534367280899049
7.7400000000000055,0.000386936809680717,6.547248334832703e-05,0.0001281144059283201,3.6565638899595406e-05,0.00015678428150447447
7.730000000000006,0.00039541629467696306,6.666533729377119e-05,0.0001310055276363485,3.7651976895305876e-05,0.0001600934528515375
7.720000000000006,0.000403791792889458,6.784648990771069e-05,0.00013384496117719436,3.873677405179994e-05,0.000163363567752753
7.710000000000006,0.00041206089177344633,6.901602184835451e-05,0.000136631795765549,3.9819246221497854e-05,0.00016659382793804498
7.700000000000006,0.0004202214128629535,7.017391434743564e-05,0.00013936536983615944,4.089867364194702e-05,0.00016978345503741143
7.690000000000007,0.0004282716737027543,7.132010102190716e-05,0.00014204535316524421,4.1974416913404755e-05,0.00017293180260219814
7.680000000000007,0.00043621067416441437,7.245450625200876e-05,0.00014467180480475986,4.304592582177975e-05,0.000176038437285866
7.670000000000007,0.0004440382125891352,7.357707176679309e-05,0.00014724520726800005,4.411274184662807e-05,0.00017910319170771398
7.660000000000007,0.000451754939867382,7.468777341816274e-05,0.00014976647846073584,4.517449546346091e-05,0.00018212619252502252
7.6500000000000075,0.00045936236113081573,7.578663022063533e-05,0.00015223696363166498,4.623089950830768e-05,0.00018510786777020772
7.640000000000008,0.00046686279543711,7.687370765825149e-05,0.00015465841015952853,4.728173993372185e-05,0.00018804893768560813
7.630000000000008,0.00047425930388073745,7.794911707400489e-05,0.00015703292833568218,4.832686526246798e-05,0.0001909503932085824
7.620000000000008,0.000481555596127614,7.901301270944534e-05,0.00015936294146625364,4.936617595049853e-05,0.00019381346600141645
7.610000000000008,0.0004887559245722071,8.006558768776987e-05,0.00016165112862703683,5.039961471644651e-05,0.0001966395935409539
7.6000000000000085,0.0004958649742433161,8.110706995602323e-05,0.0001639003632732642,5.142715869256113e-05,0.0001994303823214675
7.590000000000009,0.0005028877553090113,8.213771893494133e-05,0.00016611365065137538,5.244881401410735e-05,0.0002021875717085873
7.580000000000009,0.0005098295036117982,8.315782337600724e-05,0.00016829406659924572,5.3464613203908707e-05,0.00020491300043263647
7.570000000000009,0.0005166955931599242,8.416770069806981e-05,0.00017044469987742902,5.447461544006167e-05,0.0002076085771443637
7.560000000000009,0.0005234914629714155,8.516769787218537e-05,0.0001725685996736227,5.547890953272063e-05,0.00021027625589288684
7.55000000000001,0.0005302225591803642,8.615819374452625e-05,0.00017466872939627854,5.647761919519189e-05,0.00021291801684436746
7.54000000000001,0.0005368942919400081,8.713960253493214e-05,0.00017674792735358392,5.747090998962048e-05,0.00021553585206187151
7.53000000000001,0.0005435120054631941,8.811237812521164e-05,0.00017880887443315357,5.845899717085488e-05,0.000218131755733974
7.52000000000001,0.0005500809585905995,8.907701865928267e-05,0.00018085406848506887,5.944215355351456e-05,0.00022070771789273338
7.5100000000000104,0.0005566063126211262,9.003407091929723e-05,0.00018288580479035646,6.0420716493205885e-05,0.00022326572041826657
7.500000000000011,0.0005630931228102131,9.098413392008803e-05,0.00018490616178508802,6.13950931054016e-05,0.0002258077339996355
7.490000000000011,0.0005695463299519263,9.192786117953716e-05,0.0001869169911144413,6.236576294238551e-05,0.0002283357147155624
7.480000000000011,0.0005759707487973723,9.2865961174178e-05,0.0001889199111090011,6.333327750308449e-05,0.00023085159901110866
7.470000000000011,0.000582371050689281,9.379919557501797e-05,0.00019091630289540932,6.429825615176127e-05,0.00023335729606709243
7.4600000000000115,0.0005887517386530334,9.472837497378201e-05,0.00019290730855479993,6.526137825537511e-05,0.0002358546768690763
7.450000000000012,0.0005951171142032137,9.565435194826193e-05,0.00019489383099820421,6.622337159970369e-05,0.00023834555965704385
7.440000000000012,0.0006014712362158411,9.657801146941032e-05,0.00019687653550703226,6.7184997393887e-05,0.00024083169184551146
7.430000000000012,0.0006078178732892999,9.750025881335044e-05,0.00019885585315632456,6.814703240509584e-05,0.00024331472891452895
7.420000000000012,0.000614160451984217,9.842200529915451e-05,0.0002008319865679787,6.91102489643386e-05,0.00024579621115274514
7.410000000000013,0.0006205020041168496,9.934415231870579e-05,0.00020280491860453904,7.007539373846887e-05,0.00024827753945513587
7.400000000000013,0.0006268451168208544,0.00010026757424947735,0.0002047744246924063,7.104316626317176e-05,0.00025075995161579905
7.390000000000013,0.0006331918893483573,0.00010119310093709151,0.00020674008944637678,7.201419827195355e-05,0.00025324450069293537
7.380000000000013,0.0006395439005360149,0.00010212150049613468,0.0002087013281548101,7.298903483585579e-05,0.00025573203704921433
7.370000000000013,0.0006459021905221055,0.00010305346320089614,0.00021065741348562156,7.396811825052761e-05,0.00025822319558506016
7.360000000000014,0.0006522672596954377,0.00010398958722060074,0.0002126075075053481,7.495177547756027e-05,0.00026071838949192857
7.350000000000014,0.0006586390870335368,0.00010493036689662627,0.0002145506987909799,7.594020977445071e-05,0.00026321781157147983
7.340000000000014,0.0006650171690072506,0.00010587618416457804,0.00021648604408531263,7.693349694297554e-05,0.00026572144381438445
7.330000000000014,0.0006714005791607308,0.00010682730359636277,0.00021841261363055836,7.793158640099925e-05,0.0002682290755328104
7.3200000000000145,0.0006777880473906729,0.00010778387138272059,0.00022032953903921963,7.893430705006422e-05,0.0002707403299186685
7.310000000000015,0.0006841780569141804,0.00010874591840263544,0.00022223606234854354,7.994137768250349e-05,0.00027325469848049795
7.300000000000015,0.0006905689559895661,0.0001097133673413188,0.00022413158477118972,8.095242145848468e-05,0.0002757715824185729
7.290000000000015,0.0006969590806859009,0.00011068604363237662,0.0002260157136079159,8.196698379537247e-05,0.000278290339650236
7.280000000000015,0.0007033468844180829,0.00011166368982186744,0.00022788830582737271,8.298455285766658e-05,0.00028081033591117625
7.270000000000016,0.0007097310695929004,0.00011264598279153152,0.0002297495069347105,8.400458172244089e-05,0.0002833309981442174
7.260000000000016,0.0007161107165522045,0.00011363255314405664,0.00023159978392916017,8.502651122774346e-05,0.00028585186825124423
7.250000000000016,0.0007224854050438684,0.00011462300595217436,0.00023343995137098348,8.604979249288352e-05,0.00028837265522782703
7.240000000000016,0.0007288553236819867,0.00011561694201130822,0.0002352711898180599,8.707390813084797e-05,0.00029089328372177065
7.230000000000016,0.0007352213632504669,0.00011661397871604334,0.0002370950561303851,8.809839125291473e-05,0.0002934139371511238
7.220000000000017,0.0007415851902308881,0.00011761376970514988,0.00023891348535860438,8.912284149017209e-05,0.0002959350936769618
7.210000000000017,0.0007479492975677095,0.00011861602248709742,0.00024072878411738894,9.014693742010436e-05,0.00029845755354311886
7.200000000000017,0.000754317030394797,0.00011962051336431832,0.00024254361548977784,9.117044498047508e-05,0.0003009824565602258
7.190000000000017,0.000760692585213295,0.00012062709911399762,0.0002443609756157088,9.219322166736336e-05,0.0003035112888162252
7.1800000000000175,0.0007670809818129789,0.00012163572504805271,0.0002461841621951002,9.321521653792092e-05,0.000306045878031905
7.170000000000018,0.0007734880080524919,0.00012264642925593802,0.00024801673519714475,9.423646625897966e-05,0.0003085883773404294
7.160000000000018,0.000779920138447039,0.00012365934302086614,0.0002498624701309824,9.525708764779659e-05,0.0003111412376473939
7.150000000000018,0.0007863844283460323,0.00012467468758271737,0.0002517253043179797,9.627726732951485e-05,0.0003137071691158204
7.140000000000018,0.0007928883863088638,0.00012569276758956518,0.00025360927673028394,9.72972492774601e-05,0.00031628909271155456
7.1300000000000185,0.0007994398280934359,0.0001267139617257558,0.0002555184621374842,9.831732109957155e-05,0.0003188900831306244
7.120000000000019,0.000806046716444013,0.00012773871112086016,0.0002574569005394392,9.933779998224074e-05,0.0003215133048014729
7.110000000000019,0.0008127169915810744,0.00012876750622557498,0.0002594285231559533,0.00010035901919981209,0.0003241619429997341
7.100000000000019,0.0008194583979276027,0.00012980087288496088,0.0002614370765803099,0.00010138131604525076,0.00032683913241708114
7.090000000000019,0.0008262783131177549,0.0001308393583456346,0.00026348604706098733,0.00010240502193909057,0.0003295478857720423
7.08000000000002,0.0008331835856830759,0.00013188351790307038,0.00026557858722265287,0.00010343045533617464,0.000332291025221178
7.07000000000002,0.0008401803879524636,0.00013293390283116257,0.0002677174478357545,0.00010445791788107457,0.000335071119404472
7.06000000000002,0.0008472740905892676,0.00013399105014320884,0.00026990491745257437,0.00010548769407266469,0.00033789042892081974
7.05000000000002,0.0008544691647814906,0.0001350554746170548,0.0002721427728063055,0.00010652005449578334,0.0003407508628623469
7.0400000000000205,0.0008617691173690824,0.0001361276633834986,0.00027443224278379417,0.0001075552624727148,0.0003436539487290748
7.030000000000021,0.0008691764631224099,0.0001372080732327009,0.00027677398850708723,0.00010859358378828164,0.00034660081759434023
7.020000000000021,0.0008766927369866844,0.00013829713064483713,0.0002791681015824849,0.00010963529895772979,0.00034959220580163265
7.010000000000021,0.0008843185474130152,0.00013939523440498455,0.0002816141219035763,0.00011068071734351253,0.00035262847376094184
7.000000000000021,0.0008920536699705096,0.00014050276052440035,0.00028411107554981605,0.00011173019229188909,0.0003557096416044041
6.9900000000000215,0.0008998971783657923,0.0001416200690667083,0.00028665753234546735,0.0001127841363585692,0.0003588354405950475
6.980000000000022,0.0009078476079010902,0.00014274751237341397,0.00028925168159188994,0.00011384303562946688,0.00036200537830631947
6.970000000000022,0.0009159031444121446,0.00014388544410341822,0.00029189142342804156,0.00011490746212237025,0.00036521881475831463
6.960000000000022,0.0009240618299840044,0.00014503422844991948,0.0002945744722855605,0.000115978083281666,0.0003684750459668584
6.950000000000022,0.0009323217753852238,0.00014619424887853,0.0002972984680625584,0.00011705566765384005,0.0003717733907902953
6.940000000000023,0.0009406813683134803,0.0001473659157447043,0.00030006109001502285,0.00011814108595751971,0.00037511327659623333
6.930000000000023,0.0009491394663055572,0.00014854967219743085,0.0003028601680147308,0.00011923530693752644,0.00037849431915586905
6.920000000000023,0.0009576955635915071,0.00014974599785865623,0.00030569378578770677,0.00012033938761439203,0.000381916392330752
6.910000000000023,0.0009663499222798429,0.00015095540988133873,0.0003085603710447101,0.00012145445780257904,0.000385379683551215
6.9000000000000234,0.0009751036600099418,0.00015217846112864603,0.00031145876803695833,0.00012258169906236897,0.00038888473178196856
6.890000000000024,0.0009839587885102593,0.00015341573537598827,0.00031438828898274656,0.0001237223185587475,0.0003924324455927771
6.880000000000024,0.000992918200220208,0.00015466783960797076,0.0003173487419568065,0.00012487751860927354,0.00039602410004615715
6.870000000000024,0.001001985603095487,0.00015593539365431217,0.00032034043413795867,0.00012604846299321023,0.00039966131231000587
6.860000000000024,0.0010111654067220927,0.00015721901757191246,0.00032336415068250833,0.00012723624134632538,0.0004033459971213466
6.8500000000000245,0.0010204625657049403,0.00015851931732414,0.00032642111083583473,0.00012844183316027439,0.00040708030438469127
6.840000000000025,0.0010298823887728657,0.0001598368694233701,0.00032951290411982345,0.00012966607302491778,0.00041086654220475426
6.830000000000025,0.0010394303239779127,0.00016117220528071913,0.00033264141045630024,0.00013090961878261154,0.00041470708945828166
6.820000000000025,0.0010491117316287315,0.00016252579604193873,0.0003358087088403837,0.0001321729241970769,0.0004186043025493322
6.810000000000025,0.0010589316571033213,0.00016389803867757272,0.00033901697961879833,0.00013345621757413002,0.00042256042123282026
6.800000000000026,0.0010688946154121083,0.00016528924403895974,0.00034226840553812127,0.00013475948751287732,0.0004265774783221501
6.790000000000026,0.0010790043983663613,0.00016669962749301742,0.00034556507651434433,0.0001360824766269578,0.0004306572177320417
6.780000000000026,0.0010892639135441473,0.00016812930261459922,0.00034890890257032375,0.0001374246836759156,0.00043480102468330874
6.770000000000026,0.0010996750620794202,0.0001695782782548204,0.0003523015386448435,0.00013878537411229878,0.00043900987106745766
6.760000000000026,0.0011102386598069482,0.00017104645912823833,0.0003557443240646635,0.00014016359860983773,0.00044328427800420864
6.750000000000027,0.00112095440367244,0.0001725336498832497,0.0003592382384661834,0.00014155821872270983,0.00044762429660029704
6.740000000000027,0.001131820882759699,0.0001740395624506013,0.0003627838749347399,0.00014296793846494508,0.00045202950690941283
6.730000000000027,0.0011428356309745417,0.00017556382631553653,0.0003663814301700167,0.00014439134031825267,0.00045649903417073576
6.720000000000027,0.0011539952165064028,0.00017710600123890214,0.0003700307106469086,0.0001458269239957083,0.00046103158062488377
6.7100000000000275,0.0011652953617677267,0.00017866559186795802,0.00037373115306768,0.00014727314621975309,0.0004656254706123356
6.700000000000028,0.0011767310866431628,0.00018024206363200076,0.0003774818569198361,0.00014872845981879222,0.00047027870627253376
6.690000000000028,0.0011882968675686512,0.00018183485931130424,0.00038128162667191317,0.00015019135060106122,0.0004749890309843724
6.680000000000028,0.0011999868051602307,0.00018344341569728233,0.00038512902104558737,0.00015166037071240055,0.0004797539977049606
6.670000000000028,0.0012117947937398102,0.0001850671798215195,0.00038902240687150414,0.00015313416750387815,0.0004845710395429084
6.660000000000029,0.0012237146870481821,0.00018670562431374614,0.0003929600152320588,0.00015461150729832133,0.000489437540204056
6.650000000000029,0.001235740455567996,0.00018835826154516675,0.00039693999787569756,0.00015609129382152272,0.000494350902325609
6.640000000000029,0.0012478663320747505,0.00019002465631472488,0.0004009604822126904,0.0001575725814239407,0.0004993086121233946
6.630000000000029,0.0012600869431785419,0.0001917044369334552,0.00040501962353469675,0.00015905458353455027,0.0005043082991758396
6.620000000000029,0.001272397425622832,0.00019339730464891012,0.0004091156534107649,0.00016053667703754926,0.0005093477905256078
6.61000000000003,0.0012847935269085817,0.00019510304142250452,0.0004132469234818026,0.0001620184034290789,0.0005144251585751957
6.60000000000003,0.0012972716903851206,0.00019682151612443436,0.00041741194409596733,0.000163499467687001,0.000519538762477718
6.59000000000003,0.0013098291252970455,0.00019855268924275717,0.00042160941740071467,0.000164979735772199,0.0005246872828813746
6.58000000000003,0.0013224638624295096,0.00020029661621650041,0.0004258382646430485,0.0001664592315825526,0.000529869749987408
6.5700000000000305,0.0013351747960014693,0.00020205344950017398,0.00043009764754221624,0.00016793813401479255,0.0005350855649442866
6.560000000000031,0.0013479617123761515,0.00020382343945285486,0.00043438698370437044,0.00016941677457375033,0.0005403345146451758
6.550000000000031,0.0013608253060484296,0.00020560693412371737,0.0004387059561601912,0.00017089563572469222,0.0005456167800398288
6.540000000000031,0.0013737671832797184,0.0002074043779821265,0.0004430545172329798,0.00017237534993482095,0.0005509329381297913
6.530000000000031,0.0013867898537173753,0.00020921630961835222,0.0004474328870885244,0.00017385669911580456,0.0005562839578946942
6.5200000000000315,0.0013998967103740893,0.0002110433584239058,0.00045184154747409386,0.0001753406139787608,0.0005616711904973289
6.510000000000032,0.0014130919984514235,0.0002128862402506774,0.00045628123131063634,0.00017682817266100991,0.0005670963542291
6.500000000000032,0.0014263807736523697,0.00021474575204660077,0.00046075290894310463,0.00017832059789008335,0.000572561514772581
6.490000000000032,0.0014397688508111877,0.0002166227654725866,0.00046525777195996856,0.00017981925192022167,0.0005780690614584109
6.480000000000032,0.001453262743840578,0.00021851821952021633,0.00046979721554621135,0.00018132562851070705,0.0005836216802634433
6.470000000000033,0.0014668695981239434,0.00022043311217087079,0.0004743728203200149,0.00018284134131072753,0.0005892223243223302
6.460000000000033,0.0014805971165396746,0.00022236849116297663,0.00047898633451381366,0.00018436810816568756,0.0005948741826971967
6.450000000000033,0.0014944534802831832,0.00022432544396320172,0.00048363965719557065,0.00018590773105610462,0.0006005806480683061
6.440000000000033,0.0015084472655539877,0.00022630508706814685,0.0004883348229951059,0.00018746207161181744,0.0006063452838789175
6.4300000000000335,0.001522587357017726,0.0002283085547939777,0.0004930739885208737,0.00018903302239929275,0.000612171791303582
6.420000000000034,0.00153688285876718,0.00023033698774132088,0.0004978594203496523,0.0001906224744456994,0.0006180639762305073
6.410000000000034,0.0015513430033308935,0.00023239152115056105,0.0005026934841748023,0.0001922322817269853,0.0006240257162785447
6.400000000000034,0.0015659770591535042,0.00023447327338738358,0.0005075786344392925,0.00019386422359510125,0.0006300609277317269
6.390000000000034,0.001580794236934905,0.00023658333481891655,0.0005125174035869313,0.0001955199663384705,0.0006361735321905866
6.3800000000000345,0.0015958035952920837,0.00023872275735587457,0.0005175123899634352,0.00019720102524688643,0.0006423674227258876
6.370000000000035,0.0016110139464091898,0.00024089254494426938,0.0005225662434043199,0.0001989087286751741,0.0006486464293854263
6.360000000000035,0.0016264337626614644,0.00024309364528998307,0.0005276816476653348,0.00020064418565856205,0.0006550142840475846
6.350000000000035,0.0016420710856122317,0.0002453269430892562,0.0005328612990784029,0.00020240825861837309,0.0006614745848261994
6.340000000000035,0.0016579334392474844,0.0002475932550165952,0.0005381078811359713,0.0002042015426039527,0.0006680307604909654
6.330000000000036,0.0016740277497754685,0.00024989332668783396,0.0005434240350937603,0.00020602435234409646,0.0006746860356497778
6.320000000000036,0.001690360274717504,0.00025222783176983746,0.0005488123271030498,0.00020787671813143416,0.0006814433977131827
6.310000000000036,0.0017069365442892383,0.00025459737335019355,0.0005542752128012276,0.00020975839124392373,0.0006883055668938932
6.300000000000036,0.001723761318163029,0.00025700248761173776,0.0005598150006646129,0.00021166885923131764,0.0006952749706553606
6.2900000000000365,0.0017408385605696998,0.00025944364978040265,0.0005654338157243574,0.00021360737097818092,0.0007023537240867588
6.280000000000037,0.0017581714363170613,0.0002619212822340534,0.0005711335654342001,0.0002155729710194419,0.0007095436176293657
6.270000000000037,0.0017757623296708333,0.0002644357645787144,0.0005769159095365589,0.0002175645421526577,0.0007168461134029023
6.260000000000037,0.0017936128871816712,0.0002669874454213142,0.0005827822356903793,0.00021958085498724404,0.0007242623510827337
6.250000000000037,0.001811724084493301,0.0002695766554991996,0.0005887336424019936,0.00022162062271813214,0.0007317931638739757
6.2400000000000375,0.001830096315994669,0.0002722037217702763,0.000594770930452875,0.0002236825591304826,0.0007394391046410352
6.230000000000038,0.0018487295049619146,0.00027486898202706383,0.000600894603570777,0.0002257654376499749,0.0007472004817140991
6.220000000000038,0.0018676232306615347,0.00027757279957560567,0.0006071048785777085,0.00022786814916128873,0.0007550774033469317
6.210000000000038,0.0018867768678438937,0.00028031557751725754,0.0006134017047102715,0.0002299897563311152,0.0007630698292852494
6.200000000000038,0.0019061897332305043,0.00028309777218788726,0.0006197847912885976,0.00023212954229042827,0.0007711776274635911
6.190000000000039,0.0019258612330610297,0.00028591990534377834,0.0006262536424520301,0.0002342870517467523,0.0007794006335184689
6.180000000000039,0.0019457910055697167,0.0002887825747343469,0.0006328075973203889,0.0002364621228983274,0.0007877387106166535
6.170000000000039,0.001965979052435271,0.0002916864627657117,0.0006394458737084356,0.00023865490889171922,0.0007961918070694046
6.160000000000039,0.0019864258537953833,0.00029463234303276004,0.0006461676134360321,0.00024086588798298022,0.000804760009343611
6.150000000000039,0.002007132462311696,0.00029762108457701274,0.0006529719273425401,0.00024309586200903623,0.0008134435883831071
6.14000000000004,0.0020281005729604353,0.0003006536538097815,0.0006598579383225266,0.00024534594322968387,0.0008222430375984432
6.13000000000004,0.002049332566632198,0.0003037311141215848,0.0006668248210291182,0.0002476175300419242,0.0008311591014395705
6.12000000000004,0.0020708315271570684,0.0003068546232767406,0.0006738718373084162,0.00024991227248006507,0.0008401927940918466
6.11000000000004,0.0020926012329225865,0.00031002542876416714,0.0006809983668921631,0.00025223202878273744,0.0008493454084835188
6.1000000000000405,0.0021146461257129947,0.00031324486133984327,0.0006882039333409048,0.0002545788146204624,0.0008586185164117842
6.090000000000041,0.0021369712606649034,0.000316514327051671,0.0006954882256509351,0.0002569547468265418,0.0008680139611357556
6.080000000000041,0.002159582242216756,0.0003198352980825154,0.0007028511162745476,0.00025936198365445113,0.0008775338442052416
6.070000000000041,0.00218248515155834,0.0003232093027810434,0.0007102926765224943,0.0002618026636936171,0.0008871805085611855
6.060000000000041,0.0022056864713199138,0.0003266379152718878,0.0007178131903998511,0.00026427884561135037,0.0008969565200368241
6.050000000000042,0.0022291930130669355,0.0003301227450459601,0.0007254131678656394,0.0002667924508522224,0.0009068646493031139
6.040000000000042,0.0022530118526063927,0.00033366542692793205,0.0007330933583111979,0.0002693452113190322,0.0009169078560482307
6.030000000000042,0.002277150277214872,0.00033726761180073077,0.0007408547647450852,0.0002719386238846537,0.0009270892767844028
6.020000000000042,0.0023016157477437306,0.0003409309584364224,0.0007486986587876043,0.0002745739133457833,0.0009374122171739207
6.010000000000042,0.002326415877239167,0.00034465712673966217,0.0007566265961585454,0.000277252005133824,0.0009478801492071354
6.000000000000043,0.002351558426342595,0.0003484477726551584,0.000764640431934051,0.000279973508752685,0.0009584967130007006
5.990000000000043,0.0023770513144193953,0.00035230454492619575,0.0007727423344985197,0.00028273871252817653,0.0009692657224665034
5.980000000000043,0.0024029026442050124,0.00035622908381981557,0.0007809347968655599,0.00028554758984136963,0.0009801911736782671
5.970000000000043,0.0024291207368438714,0.0003602230218589985,0.0007892206439192168,0.00028839981659344396,0.0009912772544722118
5.9600000000000435,0.0024557141735935587,0.0003642879865269151,0.000797603034151345,0.0002912947992288643,0.0010025283536864342
5.950000000000044,0.0024826918402112356,0.00036842560483702153,0.0008060854546471638,0.0002942317122451304,0.0010139490684819199
5.940000000000044,0.0025100629701383073,0.0003726375095994739,0.0008146717083880402,0.00029720954375920573,0.0010255442083915876
5.930000000000044,0.002537837183029852,0.00037692534716261665,0.0008233658933741459,0.0003002271474005996,0.0010373187950924899
5.920000000000044,0.0025660245158868156,0.0003812907863710504,0.0008321723735844585,0.000303283298574484,0.0010492780573568227
5.9100000000000446,0.0025946354449687212,0.0003857355284608537,0.0008410957423444486,0.0003063767529974331,0.001061427421165986
5.900000000000045,0.00262368089770427,0.00039026131760853353,0.0008501407792159555,0.0003095063053612426,0.0010737724955185387
5.890000000000045,0.002653172254880457,0.00039486995186247226,0.0008593124020129857,0.0003126708460294922,0.0010863190549755069
5.880000000000045,0.002683121344382058,0.00039956329421193945,0.0008686156159400711,0.0003158694138141193,0.0010990730204159282
5.870000000000045,0.002713540428585406,0.00040434328358592697,0.0008780554621131984,0.0003191012431067229,0.0011120404397795575
5.860000000000046,0.0027444421881117906,0.00040921194561804354,0.0008876369678349636,0.0003223658039379711,0.0011252274707208123
5.850000000000046,0.002775839704966727,0.0004141714030598751,0.0008973651009459132,0.00032566283389055166,0.0011386403670703871
5.840000000000046,0.002807746448107241,0.000419223885769045,0.0009072447303664604,0.0003289923611759212,0.0011522854707958143
5.830000000000046,0.0028401762641931155,0.00042437174023555216,0.0009172805945943953,0.0003323547185807021,0.001166169210782466
5.8200000000000465,0.0028731433757197156,0.00042961743863767884,0.0009274772794587282,0.00033575054837327507,0.0011802981092500335
5.810000000000047,0.002906662387954136,0.0004349635874349433,0.0009378392058870238,0.00033918079861512955,0.0011946787960170392
5.800000000000047,0.0029407483051778023,0.0004404129355098415,0.0009483706278615667,0.00034264671162826207,0.0012093180301781317
5.790000000000047,0.0029754165557661152,0.0004459683818637007,0.0009590756401631148,0.0003461498056170277,0.0012242227281222722
5.780000000000047,0.0030106830247047006,0.0004516329828575291,0.0009699581949719588,0.0003496918506228069,0.0012393999962524058
5.7700000000000475,0.003046564091346287,0.0004574099589701962,0.0009810221259526008,0.0003532748401001409,0.0012548571663233493
5.760000000000048,0.0030830766696360815,0.00046330270102827137,0.00099227117812143,0.0003569009594457534,0.0012706018310406268
5.750000000000048,0.003120238247742992,0.00046931477584932893,0.0010037090416077953,0.000360572552793325,0.0012866418774925429
5.740000000000048,0.0031580669240708304,0.00047544993123807967,0.0010153393873781722,0.0003642920893162828,0.001302985516138296
5.730000000000048,0.0031965814369999505,0.00048171210028601476,0.0010271659030992543,0.00036806213016945627,0.0013196413034452254
5.720000000000049,0.0032358011864058464,0.00048810540495266777,0.0010391923275555,0.0003718852970602569,0.0013366181568374219
5.710000000000049,0.0032757462459654524,0.000494634158950675,0.0010514224823859018,0.0003757642432828247,0.0013539253613460507
5.700000000000049,0.003316437366413839,0.0005013028700161672,0.0010638603003305226,0.00037970162788488897,0.0013715725681822603
5.690000000000049,0.0033578959711505927,0.0005081162417174011,0.001076509849640298,0.0003837000934755976,0.001389569786317296
5.6800000000000495,0.0034001441467989644,0.0005150791750329578,0.001089375354761161,0.00038776224802972663,0.0014079273689751191
5.67000000000005,0.0034432046323708233,0.0005221967700101402,0.0011024612138135572,0.00039189065090357755,0.001426655997643548
5.66000000000005,0.0034871008114728524,0.0005294743278874889,0.001115772013712715,0.00039608780315243897,0.0014457666667202099
5.65000000000005,0.003531856712409927,0.000536917354125811,0.001129312543982955,0.0004003561421288398,0.0014652706721723213
5.64000000000005,0.0035774970210348915,0.0005445315628336157,0.0011430878103906685,0.0004046980402437908,0.0014851796075668166
5.6300000000000505,0.0036240471107320373,0.0005523228830906595,0.001157103049447616,0.0004091158076878646,0.001505505370505897
